x,y,z
5.4939942854,9.4382310992,17.2626106522
5.5730844070,9.5380166306,17.2755153348
5.6525976988,9.6391439975,17.2909769287
5.7325520823,9.7415859502,17.3090370506
5.8129645730,9.8453139049,17.3297380120
5.8938512678,9.9502978796,17.3531227866
5.9752273388,10.0565064202,17.3792349714
6.0571070177,10.1639065345,17.4081187493
6.1395035868,10.2724636159,17.4398188435
6.2224293622,10.3821413755,17.4743804749
6.3058956814,10.4929017629,17.5118493083
6.3899128848,10.6047048983,17.5522714044
6.4744903004,10.7175089903,17.5956931571
6.5596362239,10.8312702683,17.6421612393
6.6453578997,10.9459428986,17.6917225305
6.7316615007,11.0614789170,17.7444240552
6.8185521045,11.1778281446,17.8003129011
6.9060336745,11.2949381198,17.8594361478
6.9941090302,11.4127540186,17.9218407776
7.0827798290,11.5312185818,17.9875735895
7.1720465340,11.6502720442,18.0566811070
7.2619083922,11.7698520577,18.1292094722
7.3523634040,11.8898936286,18.2052043526
7.4434082944,12.0103290408,18.2847108148
7.5350384879,12.1310877993,18.3677732254
7.6272480713,12.2520965594,18.4544351145
7.7200297717,12.3732790715,18.5447390537
7.8133749180,12.4945561241,18.6387265266
7.9072734131,12.6158454879,18.7364377711
8.0017137032,12.7370618742,18.8379116575
8.0966827395,12.8581168847,18.9431855095
8.1921659551,12.9789189799,19.0522949620
8.2881472234,13.0993734432,19.1652737949
8.3846088313,13.2193823575,19.2821537422
8.4815314471,13.3388445869,19.4029643456
8.5788940834,13.4576557645,19.5277327386
8.6766740743,13.5757082935,19.6564834768
8.7748470367,13.6928913475,19.7892383432
8.8733868444,13.8090908941,19.9260161253
8.9722656012,13.9241897131,20.0668324447
9.0714536068,14.0380674377,20.2116995126
9.1709193393,14.1506006034,20.3606259377
9.2706294218,14.2616626996,20.5136165036
9.3705486061,14.3711242563,20.6706719339
9.4706397491,14.4788529126,20.8317886942
9.5708637931,14.5847135326,20.9969587351
9.6711797537,14.6885683069,21.1661692939
9.7715447007,14.7902768877,21.3394026447
9.8719137543,14.8896965343,21.5166358844
9.9722400708,14.9866822659,21.6978407008
10.0724748460,15.0810870517,21.8829831480
10.1725673087,15.1727619881,22.0720234309
10.2724647307,15.2615565297,22.2649156802
10.3721124295,15.3473186962,22.4616077522
10.4714537866,15.4298953425,22.6620410136
10.5704302600,15.5091323994,22.8661501561
10.6689814121,15.5848751802,23.0738630002
10.7670449325,15.6569686577,23.2851003279
10.8645566770,15.7252578062,23.4997757121
10.9614507016,15.7895879145,23.7177953718
11.0576593139,15.8498049617,23.9390580350
11.1531131186,15.9057559666,24.1634548211
11.2477410821,15.9572893924,24.3908691433
11.3414705913,16.0042555333,24.6211766252
11.4342275310,16.0465069421,24.8542450478
11.5259363577,16.0838988536,25.0899343082
11.6165201887,16.1162896271,25.3280964142
11.7059008938,16.1435412058,25.5685754959
11.7939991944,16.1655195671,25.8112078479
11.8807347741,16.1820952098,26.0558220037
11.9660263886,16.1931436128,26.3022388292
12.0497919929,16.1985457321,26.5502716632
12.1319488658,16.1981884724,26.7997264713
12.2124137484,16.1919651740,27.0504020486
12.2911029871,16.1797760972,27.3020902473
12.3679326804,16.1615288879,27.5545762352
12.4428188395,16.1371390584,27.8076388033
12.5156775452,16.1065304347,28.0610506859
12.5864251191,16.0696356080,28.3145789361
12.6549782961,16.0263963646,28.5679853232
12.7212544000,15.9767640923,28.8210267616
12.7851715304,15.9207001786,29.0734557889
12.8466487442,15.8581763709,29.3250210519
12.9056062482,15.7891751185,29.5754678430
12.9619655915,15.7136898849,29.8245386597
13.0156498568,15.6317254213,30.0719737799
13.0665838604,15.5432980150,30.3175118862
13.1146943451,15.4484356926,30.5608906888
13.1599101765,15.3471783875,30.8018475800
13.2021625409,15.2395780662,31.0401203150
13.2413851345,15.1256988097,31.2754476852
13.2775143568,15.0056168507,31.5075702241
13.3104894973,14.8794205642,31.7362309142
13.3402529167,14.7472104114,31.9611758889
13.3667502262,14.6090988333,32.1821551549
13.3899304587,14.4652100973,32.3989232962
13.4097462314,14.3156800954,32.6112401733
13.4261539054,14.1606560894,32.8188716251
13.4391137319,14.0002964120,33.0215901403
13.4485899910,13.8347701209,33.2191755170
13.4545511217,13.6642565992,33.4114155093
13.4569698387,13.4889451199,33.5981064337
13.4558232389,13.3090343641,33.7790537545
13.4510928963,13.1247318927,33.9540726410
13.4427649432,12.9362535884,34.1229884794
13.4308301391,12.7438230592,34.2856373512
13.4152839255,12.5476710033,34.4418664737
13.3961264676,12.3480345526,34.5915345905
13.3733626809,12.1451565886,34.7345123179
13.3470022444,11.9392850320,34.8706824468
13.3170595984,11.7306721163,34.9999401918
13.2835539286,11.5195736504,35.1221933899
13.2465091359,11.3062482674,35.2373626497
13.2059537902,11.0909566640,35.3453814485
13.1619210727,10.8739608457,35.4461961754
13.1144487021,10.6555233700,35.5397661254
13.0635788485,10.4359065926,35.6260634416
13.0093580337,10.2153719279,35.7050730068
12.9518370193,9.9941791235,35.7767922866
12.8910706831,9.7725855508,35.8412311273
12.8271178825,9.5508455131,35.8984115053
12.7600413093,9.3292095855,35.9483672362
12.6899073334,9.1079239774,35.9911436429
12.6167858376,8.8872299253,36.0267971859
12.5407500428,8.6673631174,36.0553950566
12.4618763277,8.4485531576,36.0770147420
12.3802440409,8.2310230622,36.0917435597
12.2959353061,8.0149887947,36.0996781654
12.2090348233,7.8006588426,36.1009240396
12.1196296665,7.5882338351,36.0955949565
12.0278090777,7.3779062004,36.0838124377
11.9336642574,7.1698598650,36.0657051899
11.8372881559,6.9642699963,36.0414085385
11.7387752629,6.7613027873,36.0110638550
11.6382213971,6.5611152801,35.9748179806
11.5357234972,6.3638552316,35.9328226493
11.4313794154,6.1696610205,35.8852339191
11.3252877129,5.9786615901,35.8322116071
11.2175474583,5.7909764293,35.7739187312
11.1082580305,5.6067155903,35.7105209670
10.9975189270,5.4259797396,35.6421861176
10.8854295758,5.2488602399,35.5690835975
10.7720891529,5.0754392658,35.4913839328
10.6575964084,4.9057899443,35.4092582851
10.5420494966,4.7399765227,35.3228779921
10.4255458128,4.5780545623,35.2324141279
10.3081818403,4.4200711523,35.1380370917
10.1900530020,4.2660651424,35.0399162161
10.0712535202,4.1160673973,34.9382193967
9.9518762860,3.9701010634,34.8331127525
9.8320127354,3.8281818474,34.7247603071
9.7117527326,3.6903183131,34.6133236915
9.5911844640,3.5565121801,34.4989618790
9.4703943386,3.4267586331,34.3818309381
9.3494668958,3.3010466410,34.2620838106
9.2284847248,3.1793592706,34.1398701170
9.1075283870,3.0616740127,34.0153359784
8.9866763507,2.9479631037,33.8886238668
8.8660049312,2.8381938435,33.7598724736
8.7455882384,2.7323289229,33.6292165980
8.6254981333,2.6303267319,33.4967870596
8.5058041892,2.5321416789,33.3627106232
8.3865736627,2.4377244935,33.2271099493
8.2678714685,2.3470225280,33.0901035537
8.1497601625,2.2599800542,32.9518057897
8.0322999301,2.1765385422,32.8123268401
7.9155485806,2.0966369482,32.6717727269
7.7995615467,2.0202119700,32.5302453304
7.6843918904,1.9471983210,32.3878424240
7.5700903118,1.8775289629,32.2446577146
7.4567051651,1.8111353629,32.1007808999
7.3442824760,1.7479477040,31.9562977255
7.2328659666,1.6878951221,31.8112900614
7.1224970800,1.6309058961,31.6658359714
7.0132150133,1.5769076623,31.5200098058
6.9050567480,1.5258275870,31.3738822806
6.7980570893,1.4775925537,31.2275205801
6.6922487031,1.4321293236,31.0809884471
6.5876621586,1.3893646923,30.9343462884
6.4843259722,1.3492256409,30.7876512767
6.3822666514,1.3116394630,30.6409574535
6.2815087455,1.2765339045,30.4943158426
6.1820748896,1.2438372671,30.3477745472
6.0839858604,1.2134785308,30.2013788709
5.9872606217,1.1853874428,30.0551714128
5.8919163810,1.1594946170,29.9091921859
5.7979686396,1.1357316146,29.7634787171
5.7054312463,1.1140310193,29.6180661551
5.6143164533,1.0943265109,29.4729873779
5.5246349653,1.0765529200,29.3282730875
5.4363960004,1.0606462909,29.1839519223
5.3496073362,1.0465439237,29.0400505425
5.2642753709,1.0341844221,28.8965937389
5.1804051715,1.0235077279,28.7536045176
5.0980005295,1.0144551530,28.6111041959
5.0170640140,1.0069694077,28.4691124922
4.9375970207,1.0009946206,28.3276476056
4.8595998289,0.9964763581,28.1867263093
4.7830716450,0.9933616362,28.0463640194
4.7080106599,0.9915989312,27.9065748825
4.6344140925,0.9911381848,27.7673718436
4.5622782406,0.9919308074,27.6287667201
4.4915985288,0.9939296766,27.4907702727
4.4223695516,0.9970891350,27.3533922658
4.3545851239,1.0013649826,27.2166415383
4.2882383190,1.0067144702,27.0805260559
4.2233215182,1.0130962868,26.9450529754
4.1598264476,1.0204705485,26.8102286953
4.0977442226,1.0287987829,26.6760589099
4.0370653863,1.0380439131,26.5425486597
3.9777799485,1.0481702409,26.4097023762
3.9198774240,1.0591434261,26.2775239305
3.8633468674,1.0709304682,26.1460166714
3.8081769114,1.0834996832,26.0151834701
3.7543557975,1.0968206836,25.8850267546
3.7018714128,1.1108643532,25.7555485487
3.6507113183,1.1256028256,25.6267505033
3.6008627834,1.1410094580,25.4986339310
3.5523128126,1.1570588084,25.3711998343
3.5050481770,1.1737266089,25.2444489354
3.4590554392,1.1909897420,25.1183817017
3.4143209826,1.2088262132,24.9929983726
3.3708310344,1.2272151274,24.8682989811
3.3285716928,1.2461366612,24.7442833778
3.2875289479,1.2655720387,24.6209512501
3.2476887067,1.2855035046,24.4983021428
3.2090368128,1.3059142999,24.3763354756
3.1715590686,1.3267886349,24.2550505602
3.1352412537,1.3481116657,24.1344466165
3.1000691453,1.3698694674,24.0145227870
3.0660285347,1.3920490112,23.8952781509
3.0331052459,1.4146381385,23.7767117371
3.0012851508,1.4376255380,23.6588225360
2.9705541856,1.4610007209,23.5416095111
2.9408983651,1.4847539986,23.4250716089
2.9123037970,1.5088764592,23.3092077694
2.8847566952,1.5333599453,23.1940169345
2.8582433922,1.5581970316,23.0794980571
2.8327503515,1.5833810040,22.9656501084
2.8082641781,1.6089058380,22.8524720858
2.7847716303,1.6347661780,22.7399630195
2.7622596283,1.6609573177,22.6281219792
2.7407152650,1.6874751798,22.5169480796
2.7201258137,1.7143162975,22.4064404866
2.7004787376,1.7414777954,22.2965984224
2.6817616963,1.7689573716,22.1874211702
2.6639625541,1.7967532798,22.0789080796
2.6470693863,1.8248643127,21.9710585699
2.6310704856,1.8532897846,21.8638721355
2.6159543680,1.8820295161,21.7573483491
2.6017097784,1.9110838177,21.6514868656
2.5883256952,1.9404534752,21.5462874260
2.5757913354,1.9701397348,21.4417498608
2.5640961586,2.0001442889,21.3378740931
2.5532298708,2.0304692625,21.2346601424
2.5431824284,2.0611171998,21.1321081271
2.5339440407,2.0920910515,21.0302182682
2.5255051737,2.1233941626,20.9289908922
2.5178565518,2.1550302602,20.8284264338
2.5109891610,2.1870034422,20.7285254394
2.5048942501,2.2193181664,20.6292885698
2.4995633334,2.2519792397,20.5307166032
2.4949881911,2.2849918078,20.4328104383
2.4911608723,2.3183613457,20.3355710971
2.4880736942,2.3520936479,20.2389997285
2.4857192448,2.3861948195,20.1430976107
2.4840903818,2.4206712677,20.0478661550
2.4831802353,2.4555296929,19.9533069087
2.4829822058,2.4907770814,19.8594215583
2.4834899665,2.5264206971,19.7662119334
2.4846974618,2.5624680747,19.6736800095
2.4865989084,2.5989270119,19.5818279121
2.4891887938,2.6358055637,19.4906579203
2.4924618774,2.6731120349,19.4001724704
2.4964131884,2.7108549744,19.3103741598
2.5010380270,2.7490431693,19.2212657513
2.5063319620,2.7876856391,19.1328501772
2.5122908314,2.8267916302,19.0451305433
2.5189107403,2.8663706108,18.9581101337
2.5261880613,2.9064322657,18.8717924152
2.5341194319,2.9469864916,18.7861810424
2.5427017551,2.9880433924,18.7012798619
2.5519321966,3.0296132750,18.6170929182
2.5618081846,3.0717066445,18.5336244581
2.5723274080,3.1143342003,18.4508789372
2.5834878155,3.1575068322,18.3688610242
2.5952876138,3.2012356164,18.2875756080
2.6077252660,3.2455318116,18.2070278026
2.6207994908,3.2904068552,18.1272229539
2.6345092600,3.3358723602,18.0481666458
2.6488537980,3.3819401107,17.9698647071
2.6638325789,3.4286220594,17.8923232179
2.6794453262,3.4759303234,17.8155485167
2.6956920099,3.5238771811,17.7395472079
2.7125728456,3.5724750685,17.6643261688
2.7300882923,3.6217365756,17.5898925579
2.7482390506,3.6716744437,17.5162538220
2.7670260614,3.7223015606,17.4434177050
2.7864505029,3.7736309582,17.3713922564
2.8065137903,3.8256758078,17.3001858387
2.8272175721,3.8784494170,17.2298071384
2.8485637295,3.9319652258,17.1602651729
2.8705543739,3.9862368016,17.0915693015
2.8931918442,4.0412778365,17.0237292346
2.9164787061,4.0971021418,16.9567550428
2.9404177485,4.1537236438,16.8906571689
2.9650119822,4.2111563793,16.8254464367
2.9902646375,4.2694144902,16.7611340619
3.0161791614,4.3285122182,16.6977316649
3.0427592159,4.3884639002,16.6352512794
3.0700086753,4.4492839609,16.5737053661
3.0979316233,4.5109869078,16.5131068243
3.1265323513,4.5735873249,16.4534690020
3.1558153547,4.6370998645,16.3948057118
3.1857853308,4.7015392409,16.3371312416
3.2164471760,4.7669202234,16.2804603658
3.2478059825,4.8332576259,16.2248083631
3.2798670352,4.9005662999,16.1701910274
3.3126358093,4.9688611260,16.1166246801
3.3461179660,5.0381570026,16.0641261867
3.3803193490,5.1084688344,16.0127129733
3.4152459826,5.1798115253,15.9624030365
3.4509040665,5.2521999665,15.9132149574
3.4872999709,5.3256490178,15.8651679258
3.5244402351,5.4001735010,15.8182817488
3.5623315623,5.4757881862,15.7725768652
3.6009808142,5.5525077779,15.7280743611
3.6403950052,5.6303468898,15.6847959967
3.6805813017,5.7093200396,15.6427642124
3.7215470146,5.7894416306,15.6020021446
3.7632995928,5.8707259325,15.5625336453
3.8058466176,5.9531870537,15.5243833057
3.8491958002,6.0368389328,15.4875764638
3.8933549730,6.1216953153,15.4521392229
3.9383320819,6.2077697272,15.4180984720
3.9841351807,6.2950754482,15.3854819058
4.0307724267,6.3836254970,15.3543180344
4.0782520686,6.4734326012,15.3246362038
4.1265824397,6.5645091610,15.2964666183
4.1757719527,6.6568672315,15.2698403514
4.2258290883,6.7505184913,15.2447893633
4.2767623846,6.8454742023,15.2213465221
4.3285804308,6.9417451808,15.1995456186
4.3812918562,7.0393417680,15.1794213797
4.4349053172,7.1382737855,15.1610094882
4.4894294879,7.2385504942,15.1443465995
4.5448730504,7.3401805656,15.1294703523
4.6012446782,7.4431720323,15.1164193858
4.6585530247,7.5475322362,15.1052333567
4.7168067131,7.6532677977,15.0959529474
4.7760143174,7.7603845612,15.0886198809
4.8361843481,7.8688875338,15.0832769347
4.8973252410,7.9787808500,15.0799679482
4.9594453356,8.0900677118,15.0787378332
5.0225528583,8.2027503182,15.0796325843
5.0866559093,8.3168298248,15.0826992834
5.1517624389,8.4323062773,15.0879861065
5.2178802268,8.5491785324,15.0955423278
5.2850168678,8.6674442114,15.1054183216
5.3531797448,8.7870996259,15.1176655628
5.4223760052,8.9081396909,15.1323366244
5.4926125440,9.0305578717,15.1494851747
5.5638959736,9.1543461015,15.1691659705
5.6362325972,9.2794946860,15.1914348460
5.7096283888,9.4059922447,15.2163487040
5.7840889594,9.5338256179,15.2439655000
5.8596195273,9.6629797658,15.2743442206
5.9362248953,9.7934377025,15.3075448672
6.0139094113,9.9251803912,15.3436284279
6.0926769382,10.0581866415,15.3826568448
6.1725308248,10.1924330342,15.4246929878
6.2534738624,10.3278938028,15.4698006097
6.3355082543,10.4645407359,15.5180443041
6.4186355789,10.6023430871,15.5694894644
6.5028567432,10.7412674463,15.6242022182
6.5881719521,10.8812776506,15.6822493782
6.6745806610,11.0223346735,15.7436983773
6.7620815308,11.1643964970,15.8086171852
6.8506723911,11.3074180239,15.8770742473
6.9403501869,11.4513509497,15.9491383899
7.0311109338,11.5961436461,16.0248787241
7.1229496743,11.7417410641,16.1043645630
7.2158604178,11.8880845967,16.1876652921
7.3098361007,12.0351119824,16.2748502696
7.4048685281,12.1827571881,16.3659887024
7.5009483179,12.3309502839,16.4611494937
7.5980648552,12.4796173535,16.5604011289
7.6962062264,12.6286803674,16.6638115032
7.7953591684,12.7780570831,16.7714477609
7.8955090124,12.9276609483,16.8833761454
7.9966396162,13.0774009859,16.9996617811
8.0987333177,13.2271817167,17.1203685138
8.2017708655,13.3769030602,17.2455587009
8.3057313586,13.5264602479,17.3752929707
8.4105921947,13.6757437597,17.5096300452
8.5163289959,13.8246392391,17.6486264632
8.6229155573,13.9730274448,17.7923363457
8.7303237852,14.1207841947,17.9408111659
8.8385236265,14.2677803219,18.0940994241
8.9474830237,14.4138816570,18.2522464213
9.0571678441,14.5589489961,18.4152939589
9.1675418211,14.7028381117,18.5832799948
9.2785665080,14.8453997597,18.7562384030
9.3902012075,14.9864797000,18.9341986057
9.5024029283,15.1259187596,19.1171852464
9.6151263308,15.2635528727,19.3052178946
9.7283236722,15.3992131840,19.4983106407
9.8419447707,15.5327261427,19.6964718006
9.9559369506,15.6639136214,19.8997035306
10.0702450117,15.7925930841,20.1080014665
10.1848111878,15.9185777312,20.3213543809
10.2995751176,16.0416767282,20.5397437841
10.4144738184,16.1616953980,20.7631435970
10.5294416628,16.2784355016,20.9915197472
10.6444103655,16.3916954918,21.2248298419
10.7593089709,16.5012708437,21.4630227804
10.8740638530,16.6069543733,21.7060384297
10.9885987166,16.7085366248,21.9538072604
11.1028346112,16.8058062506,22.2062500370
11.2166899495,16.8985504624,22.4632774826
11.3300805348,16.9865554698,22.7247899955
11.4429196000,17.0696069988,22.9906773532
11.5551178505,17.1474907878,23.2608184638
11.6665835245,17.2199931695,23.5350811227
11.7772224542,17.2869016295,23.8133218063
11.8869381476,17.3480054392,24.0953854955
11.9956318716,17.4030962835,24.3811055241
12.1032027535,17.4519689291,24.6703034751
12.2095478913,17.4944219241,24.9627891043
12.3145624728,17.5302582932,25.2583603109
12.4181399141,17.5592862905,25.5568031548
12.5201720009,17.5813201337,25.8578919114
12.6205490494,17.5961807729,26.1613891867
12.7191600764,17.6036966717,26.4670460772
12.8158929786,17.6037045753,26.7746023817
12.9106347309,17.5960503106,27.0837868792
13.0032715890,17.5805895629,27.3943176497
13.0936893070,17.5571886529,27.7059024613
13.1817733681,17.5257253168,28.0182392225
13.2674092203,17.4860894522,28.3310164773
13.3504825264,17.4381838563,28.6439139757
13.4308794243,17.3819249419,28.9566033021
13.5084867904,17.3172434120,29.2687485500
13.5831925169,17.2440849089,29.5800070699
13.6548857939,17.1624106224,29.8900302683
13.7234573949,17.0721978449,30.1984644511
13.7887999713,16.9734404834,30.5049517316
13.8508083492,16.8661495134,30.8091309822
13.9093798263,16.7503533693,31.1106388202
13.9644144733,16.6260982725,31.4091106466
14.0158154348,16.4934484905,31.7041817172
14.0634892257,16.3524865199,31.9954882328
14.1073460275,16.2033131949,32.2826684638
14.1472999803,16.0460477150,32.5653638967
14.1832694662,15.8808275916,32.8432203765
14.2151773865,15.7078085104,33.1158892645
14.2429514318,15.5271641066,33.3830285999
14.2665243381,15.3390856567,33.6443042386
14.2858341328,15.1437816856,33.8993909811
14.3008243667,14.9414774840,34.1479736833
14.3114443321,14.7324145454,34.3897483299
14.3176492624,14.5168499228,34.6244230688
14.3194005160,14.2950555059,34.8517192034
14.3166657414,14.0673172186,35.0713721381
14.3094190215,13.8339341525,35.2831322567
14.2976409980,13.5952176315,35.4867657417
14.2813189735,13.3514902153,35.6820553252
14.2604469924,13.1030846442,35.8688009655
14.2350258978,12.8503427430,36.0468204417
14.2050633654,12.5936142787,36.2159498679
14.1705739139,12.3332557836,36.3760441221
14.1315788916,12.0696293495,36.5269771872
14.0881064392,11.8031014063,36.6686423997
14.0401914285,11.5340414867,36.8009526095
13.9878753791,11.2628209874,36.9238402484
13.9312063506,10.9898119312,37.0372573076
13.8702388134,10.7153857422,37.1411752250
13.8050334982,10.4399120420,37.2355846862
13.7356572245,10.1637574689,37.3204953394
13.6621827095,9.8872845302,37.3959354297
13.5846883583,9.6108504930,37.4619513541
13.5032580367,9.3348063219,37.5186071435
13.4179808286,9.0594956673,37.5659838762
13.3289507781,8.7852539085,37.6041790276
13.2362666184,8.5124072572,37.6333057626
13.1400314890,8.2412719241,37.6534921745
13.0403526425,7.9721533541,37.6648804794
12.9373411435,7.7053455313,37.6676261710
12.8311115596,7.4411303549,37.6618971427
12.7217816471,7.1797770875,37.6478727823
12.6094720327,6.9215418779,37.6257430454
12.4943058927,6.6666673583,37.5957075171
12.3764086321,6.4153823142,37.5579744646
12.2559075631,6.1679014269,37.5127598887
12.1329315865,5.9244250859,37.4602865781
12.0076108751,5.6851392722,37.4007831717
11.8800765634,5.4502155066,37.3344832386
11.7504604422,5.2198108633,37.2616243742
11.6188946599,4.9940680423,37.1824473214
11.4855114322,4.7731155007,37.0971951162
11.3504427599,4.5570676382,37.0061122657
11.2138201579,4.3460250314,36.9094439611
11.0757743938,4.1400747146,36.8074353256
10.9364352368,3.9392905029,36.7003306997
10.7959312198,3.7437333541,36.5883729684
10.6543894133,3.5534517635,36.4718029307
10.5119352120,3.3684821879,36.3508587122
10.3686921329,3.1888494972,36.2257752179
10.2247816289,3.0145674481,36.0967836326
10.0803229138,2.8456391734,35.9641109646
9.9354328021,2.6820576871,35.8279796316
9.7902255597,2.5238064027,35.6886070886
9.6448127709,2.3708596560,35.5462055017
9.4993032168,2.2231832306,35.4009814605
9.3538027658,2.0807348925,35.2531357278
9.2084142786,1.9434649157,35.1028630334
9.0632375249,1.8113166044,34.9503519007
8.9183691104,1.6842268170,34.7957845077
8.7739024183,1.5621264725,34.6393365853
8.6299275602,1.4449410486,34.4811773429
8.4865313369,1.3325910768,34.3214694252
8.3437972126,1.2249926097,34.1603688980
8.2018052951,1.1220576860,33.9980252559
8.0606323286,1.0236947761,33.8345814583
7.9203516929,0.9298092034,33.6701739816
7.7810334127,0.8403035678,33.5049328973
7.6427441732,0.7550781234,33.3389819616
7.5055473442,0.6740311700,33.1724387270
7.3695030103,0.5970593939,33.0054146627
7.2346680076,0.5240582207,32.8380152923
7.1010959656,0.4549221202,32.6703403380
6.9688373564,0.3895449223,32.5024838798
6.8379395446,0.3278200816,32.3345345131
6.7084468481,0.2696409636,32.1665755291
6.5804005935,0.2149010648,31.9986850748
6.4538391878,0.1634942702,31.8309363528
6.3287981772,0.1153150388,31.6633977808
6.2053103255,0.0702586194,31.4961331966
6.0834056803,0.0282212183,31.3292020275
5.9631116512,-0.0108998306,31.1626594849
5.8444530836,-0.0472059192,30.9965567430
5.7274523378,-0.0807970271,30.8309411253
5.6121293666,-0.1117716013,30.6658562830
5.4985017938,-0.1402264464,30.5013423726
5.3865849952,-0.1662566271,30.3374362327
5.2763921777,-0.1899553835,30.1741715532
5.1679344584,-0.2114140561,30.0115790421
5.0612209463,-0.2307220209,29.8496865904
4.9562588187,-0.2479666360,29.6885194266
4.8530534028,-0.2632331948,29.5281002736
4.7516082513,-0.2766048895,29.3684494936
4.6519252207,-0.2881627819,29.2095852332
4.5540045473,-0.2979857813,29.0515235606
4.4578449208,-0.3061506294,28.8942785965
4.3634435600,-0.3127318920,28.7378626440
4.2707962828,-0.3178019556,28.5822863069
4.1798975791,-0.3214310300,28.4275586091
4.0907406787,-0.3236871559,28.2736871034
4.0033176197,-0.3246362161,28.1206779780
3.9176193150,-0.3243419522,27.9685361581
3.8336356157,-0.3228659832,27.8172653991
3.7513553752,-0.3202678294,27.6668683802
