x,y,z
-10.0470429836,-10.0922771418,28.9039534491
-10.0417177182,-9.8897610459,29.1339320671
-10.0166633070,-9.6678674458,29.3353238817
-9.9720812041,-9.4301242398,29.5053504826
-9.9085039165,-9.1803407292,29.6418531185
-9.8267847404,-8.9224920568,29.7433334199
-9.7280772716,-8.6606004908,29.8089677951
-9.6138056850,-8.3986201819,29.8385959557
-9.4856272928,-8.1403314698,29.8326857903
-9.3453892785,-7.8892497654,29.7922782587
-9.1950817349,-7.6485526324,29.7189170009
-9.0367892017,-7.4210271239,29.6145678759
-8.8726428089,-7.2090378643,29.4815336807
-8.7047749081,-7.0145149568,29.3223688984
-8.5352777508,-6.8389596646,29.1397986046
-8.3661673856,-6.6834650108,28.9366447329
-8.1993535410,-6.5487479897,28.7157619015
-8.0366158609,-6.4351899543,28.4799840279
-7.8795865072,-6.3428818802,28.2320820968
-7.7297388387,-6.2716715429,27.9747327414
-7.5883816467,-6.2212101063,27.7104967789
-7.4566582628,-6.1909961348,27.4418065018
-7.3355497509,-6.1804155647,27.1709603341
-7.2258813665,-6.1887766657,26.9001234287
-7.1283314580,-6.2153394148,26.6313328170
-7.0434420408,-6.2593390953,26.3665058394
-6.9716303257,-6.3200041509,26.1074507330
-6.9132005908,-6.3965685592,25.8558784306
-6.8683558399,-6.4882790906,25.6134147496
-6.8372088208,-6.5943978987,25.3816123428
-6.8197920328,-6.7142009280,25.1619618568
-6.8160664440,-6.8469726229,24.9559018626
-6.8259287231,-6.9919974036,24.7648271989
-6.8492168259,-7.1485483745,24.5900953814
-6.8857138659,-7.3158736796,24.4330307992
-6.9351502162,-7.4931809425,24.2949263817
-6.9972038590,-7.6796201968,24.1770424619
-7.0714990191,-7.8742657627,24.0806025106
-7.1576031728,-8.0760975359,24.0067854504
-7.2550225540,-8.2839822506,23.9567142275
-7.3631963272,-8.4966553286,23.9314403634
-7.4814896486,-8.7127040719,23.9319242393
-7.6091858832,-8.9305530433,23.9590109464
-7.7454783208,-9.1484526443,24.0134016746
-7.8894617914,-9.3644720121,24.0956207549
-8.0401246604,-9.5764974774,24.2059787461
-8.1963417633,-9.7822379111,24.3445322215
-8.3568689084,-9.9792382979,24.5110412837
-8.5203396431,-10.1649028067,24.7049262526
-8.6852650287,-10.3365284496,24.9252254071
-8.8500371853,-10.4913500908,25.1705561143
-9.0129373440,-10.6265970791,25.4390820918
-9.1721490718,-10.7395611201,25.7284898624
-9.3257771966,-10.8276741887,26.0359776213
-9.4718727475,-10.8885943400,26.3582596683
-9.6084639473,-10.9202962733,26.6915892066
-9.7335929406,-10.9211625250,27.0318016290
-9.8453575376,-10.8900703362,27.3743793894
-9.9419568209,-10.8264686730,27.7145382149
-10.0217390347,-10.7304397182,28.0473328418
-10.0832497982,-10.6027394772,28.3677787785
-10.1252783990,-10.4448130315,28.6709849809
-10.1468997760,-10.2587813896,28.9522909789
-10.1475098260,-10.0473987585,29.2074010963
-10.1268518842,-9.8139812148,29.4325081244
-10.0850326334,-9.5623099634,29.6243992251
-10.0225262682,-9.2965143928,29.7805379536
-9.9401664255,-9.0209417172,29.8991180008
-9.8391261413,-8.7400209564,29.9790863786
-9.7208868201,-8.4581292229,30.0201360629
-9.5871978498,-8.1794677759,30.0226703110
-9.4400289973,-7.9079541358,29.9877427284
-9.2815180409,-7.6471349265,29.9169785236
-9.1139162148,-7.4001222123,29.8124831232
-8.9395339650,-7.1695541762,29.6767444518
-8.7606892712,-6.9575792422,29.5125347516
-8.5796604218,-6.7658613146,29.3228169768
-8.3986446704,-6.5956027918,29.1106596766
-8.2197237193,-6.4475814331,28.8791630648
-8.0448364992,-6.3221969752,28.6313977761
-7.8757592873,-6.2195235592,28.3703567553
-7.7140928419,-6.1393644291,28.0989198585
-7.5612559540,-6.0813059310,27.8198301188
-7.4184846196,-6.0447684717,27.5356802162
-7.2868359236,-6.0290527267,27.2489074884
-7.1671956694,-6.0333799805,26.9617957565
-7.0602888186,-6.0569259888,26.6764823415
-6.9666918262,-6.0988481436,26.3949687584
-6.8868460787,-6.1583060644,26.1191338156
-6.8210716951,-6.2344759307,25.8507479986
-6.7695811027,-6.3265590243,25.5914882754
-6.7324918748,-6.4337850268,25.3429525887
-6.7098384227,-6.5554106391,25.1066734696
-6.7015822508,-6.6907140778,24.8841303348
-6.7076205248,-6.8389859914,24.6767600714
-6.7277928136,-6.9995172769,24.4859656144
-6.7618858941,-7.1715842623,24.3131221997
-6.8096365829,-7.3544316778,24.1595810199
-6.8707325835,-7.5472538290,24.0266699637
-6.9448113952,-7.7491743950,23.9156911330
-7.0314573519,-7.9592253021,23.8279147751
-7.1301969096,-8.1763251839,23.7645692863
-7.2404923362,-8.3992580302,23.7268269036
-7.3617340061,-8.6266527337,23.7157847591
-7.4932315620,-8.8569644012,23.7324409927
-7.6342042613,-9.0884584344,23.7776657440
-7.7837709114,-9.3191985807,23.8521669939
-7.9409398698,-9.5470403000,23.9564514345
-8.1045996806,-9.7696309397,24.0907808806
-8.2735110151,-9.9844183068,24.2551250781
-8.4463006632,-10.1886692186,24.4491122382
-8.6214584058,-10.3794995102,24.6719791408
-8.7973376449,-10.5539167122,24.9225231941
-8.9721606822,-10.7088761630,25.1990593814
-9.1440294918,-10.8413506627,25.4993855029
-9.3109427242,-10.9484129106,25.8207594543
-9.4708194878,-11.0273289137,26.1598923955
-9.6215301696,-11.0756593659,26.5129614665
-9.7609341899,-11.0913647670,26.8756451326
-9.8869241361,-11.0729089104,27.2431832428
-9.9974752133,-11.0193544668,27.6104624653
-10.0906984314,-10.9304438994,27.9721259868
-10.1648954469,-10.8066590071,28.3227043563
-10.2186125730,-10.6492531212,28.6567623087
-10.2506911987,-10.4602513940,28.9690545632
-10.2603117826,-10.2424166661,29.2546822030
-10.2470287362,-9.9991809041,29.5092405354
-10.2107938962,-9.7345449157,29.7289494620
-10.1519668899,-9.4529516540,29.9107584047
-10.0713114774,-9.1591406078,30.0524196567
-9.9699778279,-8.8579922514,30.1525264759
-9.8494715878,-8.5543721400,30.2105150021
-9.7116114168,-8.2529838906,30.2266318511
-9.5584773350,-7.9582391026,30.2018716762
-9.3923526863,-7.6741504173,30.1378908481
-9.2156627365,-7.4042516526,30.0369045216
-9.0309128960,-7.1515465757,29.9015746916
-8.8406293129,-6.9184856702,29.7348964655
-8.6473041700,-6.7069684134,29.5400888283
-8.4533474863,-6.5183672281,29.3204948515
-8.2610466471,-6.3535684790,29.0794948074
-8.0725343130,-6.2130255952,28.8204341671
-7.8897648299,-6.0968195479,28.5465671327
-7.7144988183,-6.0047223875,28.2610152700
-7.5482952746,-5.9362602205,27.9667400089
-7.3925102718,-5.8907727800,27.6665272611
-7.2483012000,-5.8674675264,27.3629821392
-7.1166354334,-5.8654669372,27.0585317194
-6.9983023074,-5.8838482477,26.7554338593
-6.8939273669,-5.9216754445,26.4557903053
-6.8039879266,-5.9780236315,26.1615625412
-6.7288291264,-6.0519962123,25.8745891261
-6.6686797570,-6.1427354468,25.5966034727
-6.6236673007,-6.2494270462,25.3292512977
-6.5938317130,-6.3712994877,25.0741071111
-6.5791375957,-6.5076187090,24.8326892732
-6.5794845160,-6.6576787848,24.6064732666
-6.5947152755,-6.8207891535,24.3969028520
-6.6246220385,-6.9962588672,24.2053988543
-6.6689502448,-7.1833783240,24.0333652837
-6.7274003128,-7.3813988714,23.8821925175
-6.7996271475,-7.5895106911,23.7532571988
-6.8852375275,-7.8068193575,23.6479185037
-6.9837854620,-8.0323215454,23.5675103555
-7.0947656584,-8.2648804039,23.5133291655
-7.2176052798,-8.5032012757,23.4866166470
-7.3516542206,-8.7458085437,23.4885372790
-7.4961742036,-8.9910246196,23.5201500699
-7.6503270615,-9.2369522499,23.5823743641
-7.8131626683,-9.4814615626,23.6759496739
-7.9836070821,-9.7221834753,23.8013897493
-8.1604515659,-9.9565112522,23.9589315075
-8.3423432736,-10.1816121148,24.1484799054
-8.5277784917,-10.3944508056,24.3695504017
-8.7150994147,-10.5918268459,24.6212112993
-8.9024954945,-10.7704268775,24.9020289418
-9.0880104065,-10.9268928865,25.2100193924
-9.2695556162,-11.0579062560,25.5426107822
-9.4449313764,-11.1602864741,25.8966208840
-9.6118557327,-11.2311019833,26.2682545270
-9.7680017486,-11.2677891712,26.6531251160
-9.9110426894,-11.2682740020,27.0463036773
-10.0387043361,-11.2310894474,27.4423974705
-10.1488229799,-11.1554809034,27.8356583084
-10.2394070153,-11.0414913846,28.2201184270
-10.3086994807,-10.8900186401,28.5897492280
-10.3552384478,-10.7028375559,28.9386357625
-10.3779119234,-10.4825832733,29.2611577394
-10.3760039339,-10.2326932467,29.5521664597
-10.3492287706,-9.9573097059,29.8071466438
-10.2977509601,-9.6611473246,30.0223527872
-10.2221893641,-9.3493339022,30.1949114403
-10.1236048228,-9.0272341521,30.3228834805
-10.0034718469,-8.7002679795,30.4052837192
-9.8636359122,-8.3737347256,30.4420586553
-9.7062588066,-8.0526538214,30.4340264126
-9.5337551646,-7.7416303206,30.3827855177
-9.3487236930,-7.4447511215,30.2906009180
-9.1538766782,-7.1655147837,30.1602764021
-8.9519711641,-6.9067950182,29.9950224070
-8.7457447454,-6.6708354780,29.7983272113
-8.5378583227,-6.4592716260,29.5738379942
-8.3308474825,-6.2731742809,29.3252564271
-8.1270834573,-6.1131089317,29.0562516009
-7.9287439706,-5.9792049807,28.7703913944
-7.7377937074,-5.8712295857,28.4710919769
-7.5559737059,-5.7886615722,28.1615840775
-7.3847986470,-5.7307618327,27.8448939613
-7.2255608216,-5.6966376013,27.5238366868
-7.0793394695,-5.6852988886,27.2010191307
-6.9470141760,-5.6957061476,26.8788503564
-6.8292810999,-5.7268088845,26.5595571735
-6.7266708868,-5.7775753668,26.2452030021
-6.6395673082,-5.8470139573,25.9377085427
-6.5682257657,-5.9341867637,25.6388730084
-6.5127910031,-6.0382164129,25.3503950275
-6.4733134784,-6.1582867769,25.0738925152
-6.4497639780,-6.2936384449,24.8109210043
-6.4420461975,-6.4435596569,24.5629900883
-6.4500070568,-6.6073733529,24.3315776622
-6.4734446460,-6.7844208752,24.1181417391
-6.5121137139,-6.9740428068,23.9241295835
-6.5657286948,-7.1755573445,23.7509839171
-6.6339642806,-7.3882365827,23.6001458741
-6.7164535975,-7.6112810583,23.4730543627
-6.8127840642,-7.8437929504,23.3711413918
-6.9224910461,-8.0847483692,23.2958228959
-7.0450494558,-8.3329693062,23.2484845155
-7.1798634916,-8.5870959270,23.2304617889
-7.3262547732,-8.8455601284,23.2430142208
-7.4834491890,-9.1065614609,23.2872927481
-7.6505628796,-9.3680468261,23.3643002992
-7.8265878685,-9.6276955982,23.4748453197
-8.0103779827,-9.8829121005,23.6194885283
-8.2006358427,-10.1308275933,23.7984835821
-8.3959018304,-10.3683140643,24.0117129212
-8.5945460832,-10.5920121195,24.2586207749
-8.7947646730,-10.7983750869,24.5381460905
-8.9945812016,-10.9837310062,24.8486589927
-9.1918550490,-11.1443634328,25.1879052001
-9.3842974350,-11.2766109086,25.5529635048
-9.5694962663,-11.3769835473,25.9402218562
-9.7449504160,-11.4422934924,26.3453776153
-9.9081136296,-11.4697941508,26.7634670491
-10.0564476525,-11.4573212614,27.1889279912
-10.1874834744,-11.4034272475,27.6156977761
-10.2988888193,-11.3074992151,28.0373460921
-10.3885392463,-11.1698506432,28.4472394683
-10.4545895575,-10.9917774935,28.8387309688
-10.4955417157,-10.7755712529,29.2053657052
-10.5103052551,-10.5244842585,29.5410903919
-10.4982462796,-10.2426463294,29.8404537741
-10.4592216196,-9.9349358500,30.0987846561
-10.3935955434,-9.6068125038,30.3123355579
-10.3022375254,-9.2641223231,30.4783826678
-10.1865008586,-8.9128881281,30.5952764212
-10.0481832209,-8.5590994060,30.6624412785
-9.8894715257,-8.2085152122,30.6803275136
-9.7128743802,-7.8664918085,30.6503215462
-9.5211461312,-7.5378438240,30.5746241154
-9.3172067811,-7.2267442450,30.4561071679
-9.1040619632,-6.9366648835,30.2981606306
-8.8847267730,-6.6703557009,30.1045394588
-8.6621565957,-6.4298587016,29.8792196884
-8.4391872674,-6.2165502990,29.6262700680
-8.2184860577,-6.0312051091,29.3497435184
-8.0025141309,-5.8740739633,29.0535904446
-7.7935004166,-5.7449694059,28.7415940242
-7.5934262242,-5.6433528384,28.4173261312
-7.4040194986,-5.5684186177,28.0841215557
-7.2267573341,-5.5191716278,27.7450676191
-7.0628752158,-5.4944960006,27.4030060995
-6.9133814380,-5.4932136664,27.0605444684
-6.7790752040,-5.5141322591,26.7200737090
-6.6605670579,-5.5560825078,26.3837904035
-6.5583004361,-5.6179457018,26.0537211484
-6.4725733386,-5.6986720676,25.7317478244
-6.4035592920,-5.7972910574,25.4196325932
-6.3513269340,-5.9129145575,25.1190417920
-6.3158577496,-6.0447339973,24.8315681910
-6.2970615794,-6.1920122482,24.5587512089
-6.2947896606,-6.3540710914,24.3020948227
-6.3088450502,-6.5302748976,24.0630829817
-6.3389903391,-6.7200110712,23.8431923254
-6.3849526341,-6.9226676751,23.6439020161
-6.4464258152,-7.1376086148,23.4667004264
-6.5230701092,-7.3641466755,23.3130883649
-6.6145090492,-7.6015147308,23.1845784400
-6.7203239055,-7.8488354479,23.0826900627
-6.8400457101,-8.1050899101,23.0089395254
-6.9731450207,-8.3690857007,22.9648244952
-7.1190196249,-8.6394251701,22.9518022511
-7.2769804436,-8.9144748600,22.9712609590
-7.4462359658,-9.1923373146,23.0244833729
-7.6258756678,-9.4708268722,23.1126024788
-7.8148529674,-9.7474513384,23.2365488448
-8.0119684357,-10.0194018181,23.3969898579
-8.2158541367,-10.2835532706,23.5942615143
-8.4249601374,-10.5364785595,23.8282941554
-8.6375444078,-10.7744788202,24.0985343852
-8.8516674695,-10.9936327819,24.4038663665
-9.0651932529,-11.1898671818,24.7425367574
-9.2757976498,-11.3590495316,25.1120885742
-9.4809861655,-11.4971031975,25.5093101489
-9.6781218586,-11.6001430242,25.9302059202
-9.8644643744,-11.6646276402,26.3699958666
-10.0372203249,-11.6875222674,26.8231497941
-10.1936045400,-11.6664635407,27.2834612724
-10.3309108551,-11.5999158451,27.7441637245
-10.4465901523,-11.4873073342,28.1980880764
-10.5383324445,-11.3291334718,28.6378576799
-10.6041489685,-11.1270168957,29.0561122861
-10.6424496802,-10.8837147820,29.4457491902
-10.6521113119,-10.6030685973,29.8001668180
-10.6325313485,-10.2898958429,30.1134945032
-10.5836639324,-9.9498285860,30.3807923734
-10.5060347896,-9.5891085865,30.5982072330
-10.4007336888,-9.2143528954,30.7630739864
-10.2693845437,-8.8323064295,30.8739569584
-10.1140948876,-8.4495987897,30.9306308560
-9.9373878763,-8.0725214304,30.9340063245
-9.7421210996,-7.7068385219,30.8860093826
-9.5313971406,-7.3576408370,30.7894270131
-9.3084710421,-7.0292475089,30.6477325852
-9.0766595715,-6.7251560189,30.4649045920
-8.8392565719,-6.4480369538,30.2452507226
-8.5994577831,-6.1997671608,29.9932468560
-8.3602975053,-5.9814931496,29.7133977180
-8.1245984291,-5.7937158934,29.4101230246
-7.8949349933,-5.6363884009,29.0876703124
-7.6736098149,-5.5090183396,28.7500535410
-7.4626421084,-5.4107693162,28.4010150281
