x,y,z
2.5252715419,-0.0434194228,24.9260215512
2.2847251599,0.0382456991,24.2700254510
2.0751297432,0.1255060886,23.6331178350
1.8939740220,0.2164299980,23.0145593604
1.7388301413,0.3096533095,22.4136461334
1.6073950152,0.4042839131,21.8297254685
1.4975192522,0.4998185917,21.2622026866
1.4072260122,0.5960721033,20.7105423716
1.3347218817,0.6931177194,20.1742665173
1.2784015710,0.7912382412,19.6529512342
1.2368479665,0.8908864153,19.1462231246
1.2088288205,0.9926536552,18.6537560339
1.1932911397,1.0972460137,18.1752686093
1.1893541306,1.2054664207,17.7105229228
1.1963013932,1.3182022920,17.2593243052
1.2135729047,1.4364177030,16.8215224848
1.2407572138,1.5611494201,16.3970141064
1.2775841602,1.6935061655,15.9857467105
1.3239183522,1.8346705700,15.5877242849
1.3797535603,1.9859033328,15.2030145338
1.4452081296,2.1485491551,14.8317580644
1.5205214633,2.3240440477,14.4741797477
1.6060515858,2.5139236181,14.1306025772
1.7022737587,2.7198319316,13.8014644247
1.8097800805,2.9435304939,13.4873381711
1.9292799645,3.1869068219,13.1889557821
2.0616013408,3.4519819460,12.9072369834
2.2076923729,3.7409160126,12.6433232909
2.3686234109,4.0560109063,12.3986182304
2.5455888080,4.3997084940,12.1748346545
2.7399081134,4.7745826634,11.9740500965
2.9530260017,5.1833227886,11.7987710773
3.1865100990,5.6287055658,11.6520071529
3.4420456197,6.1135513130,11.5373552092
3.7214254085,6.6406598019,11.4590939895
4.0265335902,7.2127194772,11.4222879735
4.3593205510,7.8321825678,11.4328983622
4.7217664114,8.5010971569,11.4978968741
5.1158295013,9.2208859406,11.6253750838
5.5433756524,9.9920604260,11.8246378757
6.0060834363,10.8138592175,12.1062639546
6.5053199165,11.6838005175,12.4821090806
7.0419812310,12.5971431032,12.9652187476
7.6162926787,13.5462583216,13.5696068113
8.2275643671,14.5199298463,14.3098462655
8.8739014390,15.5026199461,15.2004102277
9.5518731135,16.4737723532,16.2546991981
10.2561529515,17.4072625258,17.4837007296
10.9791543622,18.2711530557,18.8942576717
11.7107003325,19.0279569749,20.4869793662
12.4377834924,19.6356392366,22.2539229624
13.1444890286,20.0495738003,24.1762974266
13.8121634462,20.2255924706,26.2225850440
14.4199097178,20.1240900415,28.3475964352
14.9454661867,19.7148864026,30.4930176052
15.3664774754,18.9822292212,32.5899046655
15.6620918016,17.9290392231,34.5632884791
15.8147323195,16.5793802579,36.3385836544
15.8118128341,14.9782937734,37.8489590659
15.6471287247,13.1886092401,39.0424034887
15.3216749866,11.2850331339,39.8871031974
14.8437302017,9.3465105316,40.3740414058
14.2281792100,7.4482901124,40.5163699349
13.4951903557,5.6551395143,40.3458737700
12.6684735266,4.0167635901,39.9074766213
11.7733942304,2.5658471033,39.2530247151
10.8352016344,1.3185167992,38.4354991344
9.8775615149,0.2765859387,37.5044522836
8.9214962731,-0.5692190550,36.5030158326
7.9847500440,-1.2357831344,35.4664383803
7.0815345006,-1.7444112236,34.4218626022
6.2225758381,-2.1182197659,33.3889525448
5.4153726698,-2.3802104794,32.3809955791
4.6645807748,-2.5519900341,31.4061793862
3.9724560655,-2.6530272205,30.4688396261
3.3393054073,-2.7003160250,29.5705609226
2.7639120815,-2.7083198995,28.7110804704
2.2439167386,-2.6890939836,27.8889878220
1.7761451065,-2.6525074430,27.1022396969
1.3568807927,-2.6065115385,26.3485201289
0.9820858986,-2.5574180601,25.6254789117
0.6475745463,-2.5101668544,24.9308789572
0.3491454547,-2.4685709759,24.2626785671
0.0826798758,-2.4355343797,23.6190693625
-0.1557891182,-2.4132410090,22.9984856453
-0.3700305917,-2.4033163882,22.3995966968
-0.5635882202,-2.4069639984,21.8212900864
-0.7397672544,-2.4250792124,21.2626514219
-0.9016325982,-2.4583436696,20.7229440402
-1.0520152165,-2.5073028548,20.2015907590
-1.1935246076,-2.5724294232,19.6981588788
-1.3285655180,-2.6541745363,19.2123490239
-1.4593574529,-2.7530091832,18.7439880450
-1.5879558472,-2.8694571747,18.2930260168
-1.7162740166,-3.0041212142,17.8595372776
-1.8461052129,-3.1577031798,17.4437254594
-1.9791442668,-3.3310194906,17.0459324931
-2.1170084211,-3.5250121677,16.6666516439
-2.2612570418,-3.7407559414,16.3065447082
-2.4134099416,-3.9794614852,15.9664635850
-2.5749640739,-4.2424745677,15.6474764990
-2.7474083401,-4.5312705996,15.3508992070
-2.9322362113,-4.8474436980,15.0783315289
-3.1309557935,-5.1926889895,14.8316995199
-3.3450968566,-5.5687764120,14.6133034876
-3.5762141983,-5.9775137473,14.4258718563
-3.8258865379,-6.4206960175,14.2726205272
-4.0957098984,-6.9000377145,14.1573168295
-4.3872841721,-7.4170836290,14.0843463313
-4.7021912449,-7.9730933483,14.0587795957
-5.0419627167,-8.5688938883,14.0864343115
-5.4080348904,-9.2046945751,14.1739260060
-5.8016883653,-9.8798584033,14.3286976306
-6.2239693136,-10.5926250455,14.5590146581
-6.6755894340,-11.3397829212,14.8739079589
-7.1568017922,-12.1162918520,15.2830418253
-7.6672504817,-12.9148646599,15.7964796117
-8.2057934885,-13.7255262849,16.4243154711
-8.7703006330,-14.5351833235,17.1761391877
-9.3574322765,-15.3272554138,18.0603044269
-9.9624098710,-16.0814417169,19.0829819381
-10.5787964477,-16.7737181912,20.2470017804
-11.1983134439,-17.3766792168,21.5505256188
-11.8107289542,-17.8603422097,22.9856425492
-12.4038598012,-18.1935155300,24.5370465429
-12.9637330469,-18.3457768970,26.1810203752
